City,Speaker,Sex,BirthYear,Age,BirthPlace,OldResidences,Residences,OldProfessions,Retired,Profession,OtherProfessions,MaritalStatus,OtherMaritalStatuses,NumChildren,Children,YearsEducation,LevelEducation,Education,Languages,OtherLanguages,FatherBirthYear,FatherBirthPlace,FatherProfession,FatherEducation,FatherLanguages,FatherOtherLanguages,MotherBirthYear,MotherBirthPlace,MotherProfession,MotherEducation,MotherLanguages,MotherOtherLanguages,SpouseBirthPlace,SpouseProfession,SpouseEducation,SpouseLanguages,SpouseOtherLanguages,Training,HousingType,OtherHousingTypes,Neighborhood,Hobbies,Notes,FormalInterviewer,InformalInterviewer,StudyDate,StudyDuration,StudySetting,StudyCity,Relationship,OtherRelationship,InformalNotes,StudyOrder,Topics,StudyQuality,OtherObservations,EnvironmentQuality
Ogaviller,54bcg1,F,1976,29,Luneville (Meurthe-et-Moselle),"Alsace (2), Blainville sur Lo (2), Donjevin (3)",Ogaviller (Meurthe-et-Moselle),,1,,femme au foyer,Marie,,2,"Jason, 5 ansrnFiona, 4 ans",16-18,SecondaireI,BEP + CAP de magazinage,,,1942,Luneville (Meurthe-et-Moselle),chauffagiste,Certificat d'etudes,,,1942,Heillcourt,chauffagiste,Certificat d'etudes,,,1972,,Bac d'electrotechnicien,"Allemand, anglais",comprend l'allemand,Deux freres aines (13 et 5 ans de plus),Maison,,TB,"Puzzles, balades, cuisine, voyages (Martinique, Nice, Cote d'Azur)",,134,134,0000-00-00,48,Salon de l'enquetee,Ogaviller (Meurthe-et-Moselle),Aucun,Relation de la famille,Intervention des enfants de l'enquetee,"Guide, libre, liste de mots, texte","famille, vie locale, loisirs",Bon,Television en bruit de fond,Bruit
Ogaviller,54bjl1,F,1951,54,Ogaviller (Meurthe-et-Moselle),"Mont-Louis (3), Luneville (2)",Ogaviller (Meurthe-et-Moselle),"Aide-comptable, mere au foyer",1,14,Assistante de vie et femme  tout faire  la Mairie,Marie,Depuis 32 ans,4,"Frederic, 31 ansrnJean-Philippe et Emmanuel, 29 ansrnKarine, 23 ans",16-18,SecondaireI,Niveau CAP d'aide comptable,,Comprend le patois,1912,Ogaviller (Meurthe-et-Moselle),Cultivateur vannier,Certificat d'etudes,Patois,,1926,Vannier (Vosges),"Femme au foyer, brodeuse",Certificat d'etudes,,,1944,,Bac + ecole d'electricite,Anglais,,A vecu quatre mois chez ses grands-parents  deux ans,Maison,,Excellente,"Velo, jardin, lecture, mots meles",,134,134,0000-00-00,59,Cuisine de l'enquetee,Ogaviller (Meurthe-et-Moselle),Familial,Tante de l'enquetee,,"Guide, libre, liste de mots, texte",famille,Bon,Coup de telephone et passage de la famille,Bon
Paris Centre ville,75cgn1,M,1918,86,Paris 6e,Paris,Paris 15e,Chimiste : chef de laboratoire,,,Retraite,Marie,,3,,20 et plus,Superieur3,Licence en chimie  l'Universite de Sorbonne,anglais,,0,Normandie,Haut-fonctionnaire,Doctorat en droit,,,,Paris,,,,,"Bourgogne, grandie  Lille, ensuite Paris",,Bac (sans le passer),,,,Appartement,Grand appartement standing,,"Famille, lecture",Le locuteur est le pere de la locutrice 75ccr2 et le grand-pere de la locutrice 75ccr1,126,126,3/1/2005,150,Appartement,Paris 15e,Amical,,La femme du locuteur presente la plupart du temps de l'enregistrement.,"guide, liste de mots, texte, libre","Famille, la guerre 1940-45, lieux touristiques en France, la langue francaise",Bon,,
Paris Centre ville,75cab1,F,1935,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,126,126,0000-00-00,,,,,,,,,,,
Paris Centre ville,75ccr2,F,1948,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,126,126,0000-00-00,,,,,,,,,,,
Paris Centre ville,75clh1,M,1940,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,126,126,0000-00-00,,,,,,,,,,,
Paris Centre ville,75clb1,F,1960,47,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,126,126,0000-00-00,,,,,,,,,,,
Paris Centre ville,75cac1,M,1963,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,126,126,0000-00-00,,,,,,,,,,,
Paris Centre ville,75cac1,M,1963,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,126,126,0000-00-00,,,,,,,,,,,
Paris Centre ville,75ccm1,M,1971,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,126,126,0000-00-00,,,,,,,,,,,
Paris Centre ville,75ccr1,F,1970,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,126,126,0000-00-00,,,,,,,,,,,
Paris Centre ville,75clc1,M,1981,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,126,126,0000-00-00,,,,,,,,,,,
Paris Centre ville,75cvl1,F,1979,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,126,126,0000-00-00,,,,,,,,,,,
Paris Centre ville,75csb1,F,1979,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,126,126,0000-00-00,,,,,,,,,,,
Paris Centre ville,75ccb2,M,1979,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,126,126,0000-00-00,,,,,,,,,,,
Peace River,caapm1,M,1918,82,Donnelly (Alberta),"Donnelly (9 ans), Guy (20 ans), McLennan (18 ans)",Guy,fermier,,,fonctionnaire,marie,,5,age: 35-54 ans,,,"12e annee, 1 an au college",anglais (bilingue),,0,Saint-Lin (Quebec),"fermier, moulin a  scie, charpentier","quitte l'ecole a  15 ans, ensuite etudie la menuiserie","francais, anglais",,0,Yamaska (Quebec),couturiere,ecole jusqu'a  l'age de 15-16 ans,francais,,Ouelletteville (Alberta),retraitee (institutrice),"12e annee, Ecole Normale","francais, anglais",,parents,maison,,nc,nc,,,,8/27/2001,,Guy,maison (ferme),amical,membre de la communaute,,,,,,
Peace River,caaca1,F,1921,80,Ouelletteville (Alberta),"Donnelly (26 ans), Fort St. John (1 an)",Guy (55 ans),-,,,institutrice,mariee,,10,age: 37-54 ans,,,"12e annee, Ecole Normale",anglais (bilingue),,0,Laurier-Station (Quebec),fermier,6e annee,francais (et anglais),,0,Thetford Mines (Quebec),menagere,4e annee,francais,,Donnelly,"retraite (fermier, fonctionnaire)","12e annee, college","francais, anglais",,parents,maison,,nc,nc,,,,8/27/2001,,Guy,maison (ferme),amical,membre de la communaute,,,,,,
Peace River,caaej1,F,1924,76,"Vivian (South Dakota, E.-U.)","Dakota (2 ans), Greeshield (1 an), Wainwright (2 ans), Falher (16 ans)",Guy,employee au bureau de poste,,,menagere,veuve,,14,age: 37-56 ans,,,9e annee (jusqu'a  l'age de 15 ans),anglais (bilingue),,0,L'Avenir (Quebec),"fermier, garagiste, depute",jusqu'a  l'age de 12 ans,"francais, anglais",,1902,St. Albert (Alberta),menagere,juqu'a  l'age de 15 ans,"francais, anglais",,Sainte-Marie-Salome (Quebec),fermier,6e annee,"francais, anglais",,parents,maison (ferme),,nc,nc,,,,8/27/2001,,Guy,maison,familial,grande-tante,,,,,,
Peace River,caamg1,F,1925,75,Edmonton (Alberta),"Edmonton (2 ans et demi), Dreau (9 ans), Girouxville (9 ans)",McLennan (54 ans),enseignante,,,bibliothecaire,mariee,,5,age: 40-51 ans,,,12e annee (jusqu'a  l'age de 18 ans),anglais (bilingue),,0,"Saint-Laurent (Montreal, Quebec)",tailleur,"cours classique, cours tailleur","francais, anglais",,0,Rely (France),institutrice,Haute ecole,"francais, anglais",,Lac Saint-Jean (Quebec),cultivateur,elementaire,francais,,parents,bungalow,,tres bonnes relations,"musique, lecture, camping",,,,7/9/2001,,chez l'enquetrice,McLennan,familial,grand-mere,,,,,,
Peace River,caadl1,M,1928,72,Vimy (Alberta),nc,McLennan,nc,,,fermier,marie,,8,,,,8 ans d'ecole (actuellement analphabete),anglais (bilingue),,0,Quebec,nc,nc,nc,,0,Quebec,nc,nc,nc,,Opasatika (Ontario),menagere,8 ans d'ecole,anglais (bilingue),,nc,maison,,nc,nc,,,,8/29/2001,,McLennan,maison,familial,oncle,,,,,,
Peace River,caaag1,F,1929,72,Falher (Alberta),Falher (17 ans),Guy,"employee au bureau de poste, cuisiniere",,,menagere,veuve,,12,age: 35-54 ans,,,9e annee (jusqu'a  l'age de 15 ans),anglais (bilingue),,0,L'Avenir (Quebec),"fermier, garagiste, depute",jusqu'a  l'age de 12 ans,"francais, anglais",,1902,St. Albert (Alberta),menagere,jusqu'a  l'age de 15 ans,"francais, anglais",,Terrebonne (Quebec),"fermier, conseiller municipal","12e annee, ecole technique","francais, anglais",,parents,maison (ferme),,nc,nc,,,,8/27/2001,,Guy,maison,familial,grand-mere/marraine,,,,,,
Peace River,caaal1,F,1933,68,Opasatika (Ontario),nc,McLennan,nc,,,menagere,mariee,,8,,,,8 ans d'ecole,anglais (bilingue),,0,Quebec,nc,nc,nc,,0,Quebec,nc,nc,nc,,Vimy (Alberta),retraite (fermier),8 ans d'ecole,anglais (bilingue),,nc,maison,,nc,nc,,,,8/16/2001,,McLennan,maison,familial,tante,,,,,,
Peace River,caalm1,F,1945,56,McLennan (Alberta),"Guy (17 ans), Edmonton (7 ans), Falher (4 ans)",Guy,secretaire,1,,secretaire/tresoriere (compagnie multiple),mariee,,2,"age: 18 et 21 ans, scolarisation: secondaire",,,ecole secondaire (jusqu'a  l'age de 18 ans),anglais (bilingue),,0,Trois-Pistoles (Quebec),fermier/habitant,nc,"francais, anglais",,0,Saint-Clement (Quebec),menagere,nc,francais,,Saint-Anselme (Quebec),contracteur,secondaire,"francais, anglais",,parents,maison,,nc,nc,,,,8/16/2001,,Guy,maison,amical,membre de la communaute,,,,,,
Peace River,caaag2,M,1949,51,McLennan (Alberta),"McLennan (18 ans), Edmonton (7 ans)",McLennan,-,1,,fermier,marie,,4,age: 14-21 ans,,,"11e annee, college technique (mecanicien)",anglais (bilingue),,1918,Lac Saint-Jean (Quebec),fermier,3e annee,francais,,1925,Edmonton (Alberta),"bibliothecaire, enseignante, menagere",12e annee,"francais, anglais",,Beaumont (Alberta),menagere/fermiere,12e annee,"anglais, francais",,grand-parents,maison,,relations excellentes,"hockey, camping, socialisation, voyages: Quebec, Etats-Unis, Asie, Europe, Afrique",,,,7/9/2001,,McLennan,domicile de l'informateur,familial,,,,,,,
Peace River,caarl1,M,1955,45,McLennan (Alberta),"McLennan (23 ans), Falher (10 ans)",Donnelly,-,1,,travaille a  son compte,marie,,2,age: 9 et 11 ans,,,10e annee (jusqu'a  l'age de 18 ans),anglais (bilingue),,1928,Vimy (Alberta),retraite (fermier),8 ans d'ecole,"francais, anglais",,1933,Opasatika (Ontario),menagere,8 ans d'ecole,"francais, anglais",,McLennan (Alberta),enseignante,universite (brevet d'enseignement),anglais (bilingue),,parents,maison,,nc,bowling,,,,8/15/2001,2,Donnelly,maison,familial,cousin,,,,,,
Peace River,caaag3,F,1956,45,McLennan (Alberta),"Donnelly (18 ans), Edmonton (4 ans), High Prairie (1 an), Donnelly (10 ans), Falher (1 an)",Donnelly,-,1,,enseignante,mariee,,2,age: 9 et 11 ans,,,"secondaire (jusqu'a  l'age de 18 ans), universite, brevet d'enseignement (jusqu'a  l'age de 22 ans)",anglais (bilingue),,1923,Morinville (Alberta),fermier,6e annee,"francais, anglais",,1934,McLennan (Alberta),menagere,7e ou 8e annee,"francais, anglais",,McLennan (Alberta),travaille a  son compte,11e annee,anglais (bilingue),,"parents, grand-parents",maison,,nc,"camping, lire, coudre, voyages en Europe",,,,8/15/2001,1,Donnelly,maison,familial,cousine,,,,,,
Peace River,caaca2,F,1982,19,McLennan (Alberta),Guy (18 ans),Edmonton/Guy,-,3,,etudiante,celibataire,,,,,,1re annee a  l'universite (en cours),anglais (bilingue),,1950,Guy (Alberta),fermier,"secondaire, universite","francais, anglais",,1948,Guy (Alberta),infirmiere,"secondaire, universite","francais, anglais",,-,-,-,-,,"grand-parents, gardienne, parente",maison,,"relations excellentes, famille et amis","hockey, planche a  neige, chanter, dessiner, bricolage, voyages: Europe, Quebec",,,,7/9/2001,,Guy,domicile de l'informateur,amical,une des meilleures amies,,,,,,
Peace River,caavg1,F,1984,17,Edmonton (Alberta),-,McLennan (17 ans),-,3,,etudiante,celibataire,,,,,,va commencer la 12e annee,anglais (bilingue),,1949,McLennan (Alberta),fermier,"11e annee, college technique (mecanicien)",anglais (bilingue),,1955,Beaumont (Alberta),menagere/fermiere,12e annee,"anglais, francais",,-,-,-,-,,"amis, grand-parents, gardien/-ienne",maison,,"relations excellentes, amis","lecture, ecrire, hockey, voyages, ""Folk Festival"", voyages: Quebec, Etats-Unis, Toronto, Calgary Zoo, Drumheller",,,,7/9/2001,,McLennan,domicile de l'informateur,familial,cousine,,,,,,
Peace River,caalg1,M,1987,14,McLennan (Alberta),-,McLennan,-,3,,etudiant,celibataire,,,,,,va commencer la 9e annee,anglais (bilingue),,1949,McLennan (Alberta),fermier,"11e annee, college technique (mecanicien)",anglais (bilingue),,1955,Beaumont (Alberta),menagere/fermiere,12e annee,"anglais, francais",,-,-,-,-,,grand-parents,maison,,"relations excellentes, amis","lecture, ordinateur, dessin, bicyclette, voyages: Quebec, Ontario, Toronto, Etats-Unis",,,,7/9/2001,,McLennan,domicile de l'informateur,familial,cousin,,,,,,
Puteaux-Courbevoie,92aaf1,M,1948,55,Alger (Algerie),"Alger (18), Rouen (4), Lille (2), Puteaux (25)",Puteaux (rue Jean Jaures),directeur commercial,1,4,consultant en informatique,Marie,,2,"Une fille de 24 ans (bac + 4), une de 28 (bac + 7)",20 et plus,Superieur4,"baccalaureat de philosophie, ecole de commerce (4 ans)","anglais, espagnol",,1919,Alger (Algerie),Ingenieur,Arts et Metiers,"anglais, espagnol",,1920,Alger (Algerie),sans,sans,aucune,,Sainte Adresse (76),,Licence d'histoire,,,"parents, ecole",Appartement,,Bonne relation,"Photographie, golf, bricolage",,143,143,2/8/2004,65,chez l'enquete,Puteaux (92),Familial,,Enqueteur et enquete,"guide, texte, liste de mots, libre","scolarite, enfance, travail, loisirs, passions",Bon,,Bon
Puteaux-Courbevoie,92app1,F,1978,25,Paris 12eme,Courbevoie (92),Courbevoie,agent administratifrnanimatricernprofesseur des ecoles,1,7,Professeur des ecoles,Concubinage,,,,20 et plus,Superieur4,"Licence de Scandinave, licence de sciences de l'educationrn2 ans en I.U.F.M.","norvegien, anglais",,1944,Boufarik (Algerie),,etudes d'ingenieur,,,1950,Oslo (Norvege),,baccalaureat,"norvegien, anglais, suedois",,Courbevoie (92),,BTS,anglais,,"maman, ecole",Appartement,,non precise,les Vampas,,143,143,1/24/2004,60,chez l'enquetee,Courbevoie,Amical,,"enqueteur et enquetee, plus une tierce personne","guide, texte, liste de mots, libre","enseignement, activites  l'ecole",Bon,,Bon
Puteaux-Courbevoie,92acj1,M,1979,24,Suresnes (92),"Asnieres (1), Courbevoie (23)",Courbevoie (bd Saint-Denis),,1,17,,Celibataire,,,,20 et plus,Superieur4,"baccalaureat ES, maitrise de psychologie en cours",anglais,,1931,Oran (Algerie),Directeur commercial dans la parfumerie,non reponse,,,1943,Joigny (89),enseignante,licence d'anglais,anglais,,,,,,,"parents, ecole",Appartement,,bonne integration,"voyages scolaires en Angleterre, vacances en Roumanie.",,143,143,2/5/2004,75,chez l'enquete,Courbevoie (92),Amical,,enqueteur et enquete,"guide, texte, liste de mots, libre","scolarite, souvenirs, voyages",Bon,ouverture et fermeture d'une fenetre ayant entraine un bruit de fond,Bon
Puteaux-Courbevoie,92acd1,M,1978,25,Issy-les-Moulineaux (92),Puteaux (92),Puteaux (rue de la Republique),surveillantrnvacataire en mathematiques dans un college public,1,7,vacataire en mathematiques,Celibataire,,,,,Superieur3,"baccalaureat scientifique, Deug MIAS, licence B et E de mathematiques",,,1941,Lorraine,Retraite,Saint-Cyr. Ecole superieure de materiaux,,,1951,Casablanca,aucune,non precise,,,,,,,,"parents, ecole",Appartement,,pas de relation,"voyages culturels : Canada, Angleterre, Tunisie, Belgique, Pays-Bas, Italie, Nouvelle Caledonie, GuadeloupernLoisirs : pongee, ski, parachutisme, foot",,143,143,2/7/2004,60,chez l'enquete,Puteaux (92),Amical,,enqueteur et enquete,"guide, texte, liste de mots, libre","scolarite, voyages, loisirs",Bon,,Bon
Puteaux-Courbevoie,92aaf2,F,1948,55,Sainte Adresse (76),"Le Havre (24), Alger (2), Lille (2), Puteaux (25)",Puteaux (rue Jean Jaures),,2,,"professeur d'histoire, actuellement sans profession",Marie,,2,"une fille de 24 ans (bac + 4), une de 28 ans (bac + 7)",,Superieur4,"licence d'histoire, niveau maitrise",espagnol,,1923,Le Havre,Ingenieur,,anglais,,1923,Le Havre,sans,sans,aucune,,Alger (Algerie),,ecole de commerce,"espagnol, anglais",,"parents, ecole",Appartement,,bonne relation,"encadrement, musees, aquagym",,143,143,2/7/2004,chez l'enquete,,Puteaux (92),Familial,,enqueteur et enquetee,"guide, texte, liste de mots, libre","scolarite, enfance, loisirs",Bon,,Bon
Puteaux-Courbevoie,92aaf3,F,1976,27,Roubaix (59),"Puteaux (25), Courbevoie (2)",Courbevoie (rue Malvesin),,1,4,architecte,Celibataire,,,,20 et plus,Superieur4,"Baccalaureat ES, etudes d'architecture jusqu' 25 ans","anglais, espagnol",,0,,,,,,0,,,,,,,,,,,"parents, ecole",Appartement,,bonnes relations,"voyages scolaires en Espagne, voyages linguistiques en Espagnernvacances  Djerba, en grece,  Ibiza, en Espagne",,143,143,1/22/2004,90,chez l'enquetee,Courbevoie (92),Familial,,enqueteur et enquetee,"libre, texte, liste de mots, guide","description des photos du voyage  la Reunionrnscolarite, travail, loisirs",Bon,interruption telephonique au moment du libre,Bon
Quebec ville (universite),cqaab1,F,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,0000-00-00,,,,,,,,,,,
Quebec ville (universite),cqacp1,F,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,0000-00-00,,,,,,,,,,,
Quebec ville (universite),cqacp2,M,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,0000-00-00,,,,,,,,,,,
Quebec ville (universite),cqags1,M,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,0000-00-00,,,,,,,,,,,
Quebec ville (universite),cqajr1,F,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,0000-00-00,,,,,,,,,,,
Quebec ville (universite),cqajs1,M,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,0000-00-00,,,,,,,,,,,
Quebec ville (universite),cqamg1,F,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,0000-00-00,,,,,,,,,,,
Quebec ville (universite),cqams1,F,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,,,,,,,,0000-00-00,,,,,,,,,,,
Quebec ville (universite),cqamt1,F,0,,,,,,,,,,,,,,,,,,0,,,,,,12/30/1899,,,,,,,,,,,,,,,,,,,0000-00-00,,,,,,,,,,,
RCA Bangui,rcaat1,M,1979,28,Mobaye,"Mobaye (23), Bangui (5)",Bangui (Bimbo),Etudiant,1,17,,Celibataire,,2,Pas encore a  l\\'age d\\'aller a  l\\'ecole,22,Superieur4,Maitrise de lettres modernes,Sango,,1950,Mobaye,Pecheur,Aucunes,Sango,,1950,Zangba,Menagere,Aucunes,Sango,,,,,,,L'ecole,Maison,,Bonnes relations,,,146,,2/12/2008,59,Maison,Universite de Bangui,Professionnel,,"Deux locuteurs presents, l\\'enquete et un collegue etudiant.","Guide, libre, liste de mots, texte","La situation linguistique et politique du pays, les etudes de l\\'enquete.",Bon,,Moyen
RCA Bangui,rcadt1,F,1979,28,Bakouma,"Bakouma (peu), Bangassou (20), Bangui (8)",Bangui (Miskine),,1,17,Prepare sa maitrise en lettres modernes,Concubinage,Fiance,2,"2 ans et 8 ans, scolarises",22,Superieur4,,"Yakoma, zande, sango",,1970,Ngouyo,Chauffeur,Ecole de missionnaires,"Zande, sango, francais",,1970,Bangui,Menagere,Aucunes,"Yakoma, sango",,Bangui,,Maitrise,"Banda, sango, francais",,L'ecole,Maison,,Bonnes,Activites religieuses,,146,,2/12/2008,59,Maison,L'Universite de Bangui,Professionnel,,2 locuteurs presents: l\\'enquetee et la locutrice RCAYN1,"Guide, libre, liste de mots, texte","La situation politique et sociale du pays, la vie de l\\'enquetee",Bon,,Moyen
RCA Bangui,rcaiy1,M,1950,58,Birao,"Biaro (30), Bangui (28)",Bangui (Ucatex),,1,3,Commercant (pieces detachees),Marie,,6,Tous sont scolarises,,lyceeC,,"Goula, sango",,1932,Biaro,Cultivateur,Aucunes,"Goula, sango, arabe",,1932,Biaro,Menagere,Aucunes,"Goula, arabe",,Bangui,,Bac,"Goula, sango, francais",,L'ecole,Maison,,Bonnes relations,Travaille pour un ONG qui s\\'occupe de l\\'approvisionnement de l\\'eau.,,146,,2/8/2008,60,Maison,Universite de Bangui,Professionnel,,"Deux locuteurs, l\\'enquete et le locuteur rcascm1","Guide, libre, liste de mots, texte","La vie de l\\'enquete, la situation politique et linguistique du pays.",Bon,,Moyen
RCA Bangui,rcascm1,M,1958,59,Poudjo (Sous-prefecture de Alindao),"Poudjo (7), Bambari (7), Bangui (35)",Bangui,,1,9,Electricien,Marie,,12,"12 enfants, tous scolarises dont 5 au lycee",,lyceeI,"Le locuteur a ommence le lycee, mais n'a pas termine sa seconde. Il est fait une ecole de formation de trois ans afin d'etre electricien.","Banda-yakpa, sango",,0,Poudjo,Agent de culture,Formation agricole avec les colons,"Banda-yakpa, sango et un peu francais",,1923,Bamabri,Menagere,Aucunes,"Banda-yakpa, sango",,Bambari,,CM2,"Banda-yakpa, sango, un peu de francais",,L'ecole,Maison,,"Bonnes relations, \""chef du quartier\"".",,,146,,2/8/2008,76,Maison,Universite de Bangui,Professionnel,,Le locuteur parle avec son ami le locuteur rcaiy1,"Guide, libre, liste de mots, texte",La vie du locuteur et la situation du pays.,Bon,,Moyen
RCA Bangui,rcascm1,M,1958,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/1997,,,,,,,,,,,
RCA Bangui,rcark1,M,1974,33,Paoua,"Paoua (2), Chine (7), Bangui (24)",Bangui (Ngola),"Agent de brigade, commis d\\\\\\\\\\\\\\'administration",1,11,Commis d\\\\\\\\\\\\\\'administration,Marie,,2,Scolarises,,lyceeC,,"Kaba, ngbaka, sango",,1958,Lobaye,Cadre de tresor detache au MAE,BTS a  Brazzaville,"Lingala, mbaka, kaba anglais, chinois, francais",,1958,Ouham-Pende,Menagere,Jusqu\\\\\\\\\\\\\\'en 5eme,"Kaba, sango, chinois, francais",,Bakala,,Jusqu\\\\\\\\\\\\\\'en 3eme,"Gbaya, sango, francais",L\\\\\\\\\\\\\\'ecole,L'ecole,Maison,,Bonnes relations,Catechisme,,146,,2/13/2008,54,Paillotte,Restaurant,Professionnel,,"Le locuteur parle avec son ami, le locuteur rcakn1","Guide, libre, liste de mots, texte",La situation du pays.,Bon,,Bon
RCA Bangui,rcakn1,M,1976,32,Bangui,,Bangui (PK13),"Dirigeant de choral, commis de l'administration",1,11,Commis d'administration,Marie,,2,Non scolarises,,lyceeI,Le locuteur n'a pas termine sa terminale,"Langba, sango",,1958,Bangassou,Gendarme,Etudes de medecine,"Langba, zakara, sango, francais",,1958,Sibut,Menagere,Jusqu'en 5eme,"Mandja, sango, francais",,Bangui,,Jusqu'en 3eme,"Mandja, sango, francais",,L'ecole,Maison,,Bonnes relations,Formateur dans l'eglise apostolique,,146,,2/8/2008,55,Paillotte,"Restaurant ""Chez Madame Boka"", Bangui",Professionnel,,"Le locuteur parle avec son ami, le locuteur rcark1","Libre, guide, mots, texte","La situation du pays, la vie du locuteur",Bon,,Bon
RCA Bangui,rcayn1,F,1979,28,Bangui,,Bangui (Kbetene-III),,1,17,,Concubinage,,,,,Superieur3,,"Sango, francais",,1963,Ouango,Controleur general de police,Maitrise de droit,"Yakoma, sango, francais",,1963,Bangassou,Menagere,CM2,"Yakoma, sango",,Bangui,,Bac 3,"Yakoma, sango, francais, anglais",,L'ecole,Maison,,Bonnes relations,,,146,,2/12/1997,58,Maison,Universite de Bangui,Professionnel,,"La locutrice parle avec son ami, la locutrice rcadt1","Guide, libre, liste de mots, texte","La vie de la locutrice, la situation du pays, les droits des femmes",Bon,,Bruit
RCA Bangui,rcamk1,F,1962,45,Bangassou,"Bangassou (1), Bangui (44)",Bangui (Sica II),"Secretaire comptable, attachee de l'administration",1,11,Attachee de l'administration,Marie,,6,"Entre 6-23 ans, tous scolarises",,lyceeC,,"Yakoma, sango",,1935,Ouango,Infirmier diplome d'etat,Bac 3,"Yakoma, sango, francais",,1948,Mobaye,Menagere,CE1,"Yakoma, sango",,Mobaye,,Bac 5,"Yakoma, sango, francais, russe",,L'ecole et avec son pere,Maison,,,Regarder la television,,146,,2/19/2008,56,Maison,Universite de Bangui,Professionnel,,"La locutrice parle avec son ami, la locutrice rcamy1","Guide, libre, liste de mots, texte",,Bon,,Moyen
RCA Bangui,rcamy1,F,1963,44,Bangui (Benz-VI),Bangui,Bangui (Benz-VI),,1,11,Operatrice de saisie,Celibataire,,2,"Garcon/etudes de telecommunication, fille/lycee",,lyceeI,La locutrice a arrete l'ecole en classe de terminale,"Yakoma, sango",,1910,Bangassou,Employe a  l'office centrafricain de Securite Sociale,Jusqu'en 3eme,"Yakoma, sango, lingala, francais",,1948,Bangassou,Secretaire aux travaux publiques,Jusqu'en 4eme,"Yakoma, sango, mbaka",,,,,,,L'ecole,Maison,,Bonnes relations,Activites religieuses,,146,,2/19/2008,60,Maison,Universite de Bangui,Professionnel,,"La locutrice parle avec son ami, la locutrice rcamk1","Guide, libre, liste de mots, texte",,Bon,,Moyen
RCA Bangui,rcamp1,F,1968,39,Mobaye,"Mobaye (16), Bangui (13)",Bangui (Benz-VI),,1,11,Agente d'exploitation principale,Concubinage,,2,Scolarises,,lyceeI,La locutrice a arrete l'ecole en classe de terminale,"Sango, francais",,1949,Mobaye,Conseiller pedagogique,Aucunes,"Sango, francais, arabe",,1955,Zaa¯re (la Republique Democratique du Congo),Menagere,Aucunes,"Sango, lingala",,Bangui,,Bac 6 en medecine,"Banda, sango, francais, anglais",,L'ecole,Maison,,,Activites religieuses,,146,,2/6/2008,57,Maison,Universite de Bangui,Professionnel,,"La locutrice parle avec son ami, la locutrice rcarn1","Guide, libre, liste de mots, texte","La vie de l'enquete, la situation politique et linguistique du pays",Moyen,,Bruit
RCA Bangui,rcarn1,F,1966,41,Bangui,,Bangui (Benz-VI),,1,11,Operatrice de saisie,Marie,,2,Scolarises,,lyceeI,La locutrice a arrete l'ecole en classe de premiere,"Kaba de gbaya, banziri, sango",,0,Paoua,"Techinicien superieur de la sante, pasteur",CM2,"Kaba, sango, mbororo",,0,Tchad,Menagere,Cours d'alphabetisation a  l'Institut Biblique,"Kaba, gbaya, kare, mbororo, sango",,Bangui,,Bac,"Bandziri, sango, francais",,L'ecole,Maison,,Bonnes relations,Activites religieuses,,146,,2/6/2008,57,Maison,Universite de Bangui,Professionnel,,"La locutrice parle avec son ami, la locutrice rcamp1","Guide, libre, liste de mots, texte","La vie de l'enquete, la situation linguistique et politique du pays",Moyen,,Bruit
